id,name,type,synonyms
HP:0011133,Increased sensitivity to ionizing radiation,Phenotype,
HP:0011134,Low-grade fever,Phenotype,Mild fever
HP:0011135,Aplasia/Hypoplasia of the sweat glands,Phenotype,Absent/small sweat glands | Absent/underdeveloped sweat glands
HP:0011136,Aplasia of the sweat glands,Phenotype,Absent sweat glands | Lack of sweat glands
HP:0011137,Non-pruritic urticaria,Phenotype,Non-itchy hives
HP:0011138,Abnormal skin adnexa morphology,Phenotype,Abnormal skin appendage | Abnormality of skin adnexa morphology
HP:0011139,Gastric duplication,Phenotype,Gastric duplication cyst
HP:0011140,Gastrointestinal duplication,Phenotype,GI duplication
HP:0011141,Age-related cataract,Phenotype,Clouding of the lens of the eye with age
HP:0011142,Age-related nuclear cataract,Phenotype,
HP:0011143,Age-related cortical cataract,Phenotype,
HP:0011144,Age-related posterior subcapsular cataract,Phenotype,
HP:0011145,Symptomatic seizures,Phenotype,
HP:0011146,Dialeptic seizure,Phenotype,Behavioral arrest seizure with impairment of awareness irrespective of onset | Behavioural arrest seizure with impairment of awareness irrespective of onset | Unknown onset behavioral arrest seizure with impairment of awareness | Unknown onset behavioural arrest seizure with impairment of awareness
HP:0011147,Typical absence seizure,Phenotype,Typical absence | Typical absence seizures
HP:0011148,obsolete Absence seizures with special features,Phenotype,
HP:0011149,Absence seizure with eyelid myoclonia,Phenotype,Absence seizures with eyelid myoclonia
HP:0011150,Myoclonic absence seizure,Phenotype,Myoclonic absence | Myoclonic absences
HP:0011151,Atypical absence status epilepticus,Phenotype,Obtundation status
HP:0011152,Early onset absence seizures,Phenotype,Early onset petit mal seizures
HP:0011153,Focal motor seizure,Phenotype,Focal motor seizures | Localised motor seizure | Localised motor seizures | Localized motor seizure | Localized motor seizures | Partial motor seizure | Partial motor seizures | Segmental motor seizure
HP:0011154,Focal autonomic seizure,Phenotype,Focal autonomic seizures
HP:0011155,obsolete Focal autonomic seizures with altered responsiveness,Phenotype,
HP:0011156,obsolete Focal autonomic seizures without altered responsiveness,Phenotype,
HP:0011157,Focal sensory seizure,Phenotype,Focal sensory seizures | Partial sensory seizure | Sensory aura
HP:0011158,Focal sensory seizure with auditory features,Phenotype,Auditory aura | Focal auditory seizure | Focal sensory auditory seizure | Partial auditory seizure
HP:0011159,Focal autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena,Phenotype,Abdominal aura | Epigastric aura | Epigastric auras | Localised seizure with epigastric sensation | Localized seizure with epigastric sensation | Partial seizure with epigastric sensation | Visceral aura
HP:0011160,Focal sensory seizure with gustatory features,Phenotype,Focal gustatory seizure | Focal sensory gustatory seizure | Gustatory aura | Gustatory auras | Partial gustatory seizure | Taste hallucinations
HP:0011161,Focal sensory seizure with olfactory features,Phenotype,Focal olfactory seizure | Olfactory aura | Olfactory auras | Partial olfactory seizure
HP:0011162,obsolete Psychic auras,Phenotype,
HP:0011163,Focal sensory seizure with somatosensory features,Phenotype,Focal somatosensory seizure | Partial somatosensory seizure | Somatosensory aura | Somatosensory auras
HP:0011164,obsolete Vegetative auras,Phenotype,
HP:0011165,Focal sensory seizure with visual features,Phenotype,Focal visual seizure | Partial visual seizure | Visual aura | Visual auras | Simple partial occipital seizures
HP:0011166,Focal myoclonic seizure,Phenotype,Focal myoclonic seizures | Local myoclonic seizures | Localised myoclonic seizure | Localized myoclonic seizure | Partial myoclonic seizure | Partial myoclonic seizures | Segmental myoclonic seizure | Segmental myoclonic seizures
HP:0011167,Focal tonic seizure,Phenotype,Focal tonic seizures | Local tonic seizures | Localised tonic seizure | Localized tonic seizure | Partial tonic seizure | Partial tonic seizures | Segmental tonic seizure
HP:0011168,Focal seizure with eyelid myoclonia,Phenotype,Eyelid myoclonias
HP:0011169,Generalized clonic seizure,Phenotype,Generalised clonic seizure | Generalised clonic seizures | Generalised onset clonic seizure | Generalised-onset clonic seizure | Generalized clonic seizures | Generalized onset clonic seizure | Generalized-onset clonic seizure
HP:0011170,Generalized myoclonic-atonic seizure,Phenotype,Generalised myoclonic-atonic seizure | Myoclonic atonic seizures | Myoclonic-astatic seizure
HP:0011171,Simple febrile seizure,Phenotype,Simple febrile convulsion | Simple febrile seizures | Simple fever fit
HP:0011172,Complex febrile seizure,Phenotype,Complex febrile convulsion | Complex febrile seizures | Complex fever fit
HP:0011173,Focal behavior arrest seizure,Phenotype,Focal behaviour arrest seizure | Focal hypokinetic seizure | Hypokinetic seizure | Hypokinetic seizures | Localised seizure with behavioral arrest | Localised seizure with behavioural arrest | Localized seizure with behavioral arrest | Partial hypokinetic seizure | Partial seizure with behavior arrest | Partial seizure with behaviour arrest
HP:0011174,Focal hyperkinetic seizure,Phenotype,Hyperkinetic seizures | Localised hyperkinetic seizure | Localized hyperkinetic seizure | Partial hyperkinetic seizure | Segmental hyperkinetic seizure
HP:0011175,Focal motor seizure with version,Phenotype,Versive seizure | Versive seizures
HP:0011176,EEG with constitutional variants,Phenotype,
HP:0011177,EEG with 4-5/second background activity,Phenotype,
HP:0011178,Alpha-EEG,Phenotype,
HP:0011179,Beta-EEG,Phenotype,Beta wave electroencephalography
HP:0011180,Partial beta-EEG,Phenotype,
HP:0011181,Low voltage EEG,Phenotype,
HP:0011182,Interictal epileptiform activity,Phenotype,Epileptiform EEG discharges
HP:0011183,EEG with hyperventilation-induced focal epileptiform discharges,Phenotype,
HP:0011184,EEG with hyperventilation-induced generalized epileptiform discharges,Phenotype,EEG with hyperventilation-induced generalised epileptiform discharges
HP:0011185,EEG with focal epileptiform discharges,Phenotype,Focal EEG Abnormality
HP:0011186,Focal epileptiform discharges with limited propagation to contralateral hemisphere,Phenotype,
HP:0011187,Focal EEG discharges with propagation to ipsilateral hemisphere,Phenotype,
HP:0011188,Focal EEG discharges with secondary generalization,Phenotype,Focal EEG discharges with secondary generalisation
HP:0011189,Bilateral multifocal epileptiform discharges,Phenotype,
HP:0011190,Uni- and bilateral multifocal epileptiform discharges,Phenotype,
HP:0011191,Unilateral multifocal epileptiform discharges,Phenotype,
HP:0011192,Polymorphic focal epileptiform discharges,Phenotype,
HP:0011193,EEG with focal spikes,Phenotype,
HP:0011194,EEG with series of focal spikes,Phenotype,
HP:0011195,EEG with focal sharp slow waves,Phenotype,
HP:0011196,EEG with focal sharp waves,Phenotype,
HP:0011197,EEG with focal spike waves,Phenotype,
HP:0011198,EEG with generalized epileptiform discharges,Phenotype,EEG with generalised epileptiform discharges
HP:0011199,EEG with generalized sharp slow waves,Phenotype,EEG with generalised sharp slow waves
HP:0011200,EEG with generalized polymorphic epileptiform discharges,Phenotype,EEG with generalised polymorphic epileptiform discharges
HP:0011201,EEG with changes in voltage,Phenotype,
HP:0011202,EEG with diffuse acceleration,Phenotype,
HP:0011203,EEG with abnormally slow frequencies,Phenotype,
HP:0011204,EEG with continuous slow activity,Phenotype,
HP:0011205,EEG with intermittent slow activity,Phenotype,
HP:0011206,EEG with generalized slow activity grade 1,Phenotype,EEG with generalised slow activity grade 1
HP:0011207,EEG with generalized slow activity grade 2,Phenotype,EEG with generalised slow activity grade 2
HP:0011208,EEG with generalized slow activity grade 3,Phenotype,EEG with generalised slow activity grade 3
HP:0011209,EEG with generalized slow activity grade 4,Phenotype,EEG with generalised slow activity grade 4 | Flat line EEG
HP:0011210,EEG with occipital slowing,Phenotype,
HP:0011211,EEG with photoparoxysmal response grade I,Phenotype,
HP:0011212,EEG with photoparoxysmal response grade II,Phenotype,
HP:0011213,EEG with photoparoxysmal response grade III,Phenotype,
HP:0011214,EEG with photoparoxysmal response grade IV,Phenotype,
HP:0011215,Hemihypsarrhythmia,Phenotype,
HP:0011217,Abnormal shape of the occiput,Phenotype,Abnormal shape of posterior head | Abnormal shape of the back of the head | Abnormal shape of posterior cranium | Abnormal shape of posterior skull | Abnormal shape of the back of the skull
HP:0011218,Abnormal shape of the frontal region,Phenotype,Abnormal morphology of the frontal region | Abnormal shape of the forehead | Dysmorphic forehead | Dysmorphic frontal region
HP:0011219,Short face,Phenotype,Decreased height of face | Decreased length of face | Decreased vertical dimension of face | Short facies | Vertical Facial Deficiency | Vertical deficiency of face | Vertical facial insufficiency | Vertical hypoplasia of face | Vertical insufficiency of face | Vertical shortening of face
HP:0011220,Prominent forehead,Phenotype,Prominence of frontal region | Pronounced forehead | Protruding forehead | Bulging forehead
HP:0011221,Vertical forehead creases,Phenotype,Frontal creases of face | Vertical forehead rhytids | Vertical forehead wrinkles
HP:0011222,Depressed glabella,Phenotype,Concave glabella | Deficiency of glabella | Deficient area between the eyebrows | Flat area between the eyebrows | Flat glabella | Hypoplasia of glabella
HP:0011223,Metopic depression,Phenotype,Depression of frontal cranial suture | Depression of metopic cranial suture | Frontal suture depression
HP:0011224,Ablepharon,Phenotype,Ablepharon of eyelid | Absent eyelids | Agenesis of eyelids | Missing eyelids | Aplasia of the eyelids
HP:0011225,Epiblepharon,Phenotype,
HP:0011226,Aplasia/Hypoplasia of the eyelid,Phenotype,Failure of development of eyelid | Hypotrophic eyelid
HP:0011227,Elevated circulating C-reactive protein concentration,Phenotype,Elevated C-reactive protein level | Elevated CRP
HP:0011228,Horizontal eyebrow,Phenotype,Lack of eyebrow arch | Lack of eyebrow curvature | Flat eyebrow | Straight eyebrow | Straight eyebrows
HP:0011229,Broad eyebrow,Phenotype,Broad eyebrows | Flared eyebrow | Increased vertical height of eyebrow | Increased vertical thickness of eyebrow | Flared eyebrows | Increased vertical width of eyebrow
HP:0011230,Laterally extended eyebrow,Phenotype,Increased lateral length of eyebrow | Laterally elongated eyebrow | Laterally extended eyebrows
HP:0011231,Prominent eyelashes,Phenotype,Thick eyelashes
HP:0011232,Infra-orbital fold,Phenotype,Infraorbital fold | Dennie-Morgan fold
HP:0011233,Antihelical shelf,Phenotype,Conchal shelf
HP:0011234,Absent antihelix,Phenotype,
HP:0011235,Additional crus of antihelix,Phenotype,
HP:0011236,Angulated antihelix,Phenotype,
HP:0011237,Broad inferior crus of antihelix,Phenotype,"Antihelix, inferior crus, broad"
HP:0011238,Prominent inferior crus of antihelix,Phenotype,"Antihelix, inferior crus, prominent | Hyperplastic inferior crus of antihelix | Hypertrophic inferior crus of antihelix"
HP:0011239,Underdeveloped inferior crus of antihelix,Phenotype,"Antihelix, inferior crus, underdeveloped | Hypoplastic inferior crus of antihelix | Hypotrophic inferior crus of antihelix"
HP:0011240,Prominent stem of antihelix,Phenotype,Hyperplastic antihelix stem | Hypertrophic antihelix stem
HP:0011241,Serpiginous stem of antihelix,Phenotype,"Antihelix, stem, serpiginous"
HP:0011242,Underdeveloped stem of antihelix,Phenotype,"Antihelix, stem, underdeveloped"
HP:0011243,Abnormality of inferior crus of antihelix,Phenotype,Abnormality of anterior crus of antihelix
HP:0011244,Abnormality of stem of antihelix,Phenotype,
HP:0011245,Abnormality of superior crus of antihelix,Phenotype,Abnormality of posterior crus of antihelix
HP:0011246,Underdeveloped superior crus of antihelix,Phenotype,Hypoplastic superior crus of antihelix | Hypotrophic superior crus of antihelix
HP:0011247,Prominent superior crus of antihelix,Phenotype,Hyperplastic superior crus of antihelix | Hypertrophic superior crus of antihelix
HP:0011248,Everted antitragus,Phenotype,
HP:0011249,Absent antitragus,Phenotype,
HP:0011250,Bifid antitragus,Phenotype,Double antitragus
HP:0011251,Underdeveloped antitragus,Phenotype,Hypoplastic antitragus | Hypotrophic antitragus | Small antitragus
HP:0011252,Cryptotia,Phenotype,Buried ear | Hidden ear
HP:0011253,Type I cryptotia,Phenotype,Type 1 cryptotia
HP:0011254,Type II cryptotia,Phenotype,Type 2 cryptotia
HP:0011255,Absent crus of helix,Phenotype,"Helix, crus, absent"
HP:0011256,Crus of helix connected to antihelix,Phenotype,"Helix, crus, connected to antihelix"
HP:0011257,Serpiginous crus of helix,Phenotype,"Helix, crus, serpiginous"
HP:0011258,Tragal bridge of crus of helix,Phenotype,"Helix, crus, tragal bridge"
HP:0011259,Expanded terminal portion of crus of helix,Phenotype,"Helix, crus, expanded terminal portion"
HP:0011260,Darwin notch of helix,Phenotype,"Helix, Darwin notch"
HP:0011261,Darwin tubercle of helix,Phenotype,"Helix, Darwin tubercle"
HP:0011262,Crimped helix,Phenotype,"Helix, crimped | Indented helix"
HP:0011263,Forward facing earlobe,Phenotype,"Lobe, forward facing"
HP:0011264,Discontinuous ascending root of helix,Phenotype,"Helix, discontinuous ascending root"
HP:0011265,Cleft earlobe,Phenotype,Bifid earlobe | Bifid lobe | Notched earlobe | Notched lobe
HP:0011266,"Microtia, first degree",Phenotype,First-degree microtia
HP:0011267,"Microtia, third degree",Phenotype,Abnormal shape/structure of ear | Third-degree microtia
HP:0011268,Absent tragus,Phenotype,
HP:0011269,Bifid tragus,Phenotype,"Notched tragus | Tragus, bifid"
HP:0011270,Duplicated tragus,Phenotype,"Accessory tragus | Tragus, duplicated"
HP:0011271,Prominent tragus,Phenotype,"Enlarged tragus | Hyperplastic tragus | Hypertrophic tragus | Large tragus | Tragus, prominent"
HP:0011272,Underdeveloped tragus,Phenotype,Hypoplastic tragus | Hypotrophic tragus | Small tragus
HP:0011273,Anisocytosis,Phenotype,Unequal size of red blood cells
HP:0011274,Recurrent mycobacterial infections,Phenotype,
HP:0011275,Recurrent mycobacterium avium complex infections,Phenotype,
HP:0011276,Vascular skin abnormality,Phenotype,Skin vascular malformation | Vascular abnormalities restricted to skin
HP:0011277,Abnormality of the urinary system physiology,Phenotype,
HP:0011278,Intrapulmonary lobar sequestration,Phenotype,Intralobar sequestration | Intrapulmonary sequestration
HP:0011279,Abnormality of urine bicarbonate level,Phenotype,Abnormality of urine HCO3 concentration
HP:0011280,Abnormality of urine calcium concentration,Phenotype,Abnormality of urine Ca concentration | Abnormality of urine Ca2+ concentration
HP:0011281,Abnormality of urine catecholamine level,Phenotype,
HP:0011282,Abnormal hindbrain morphology,Phenotype,Abnormal shape of hindbrain | Abnormality of hindbrain morphology | Abnormality of the hindbrain
HP:0011283,Abnormal metencephalon morphology,Phenotype,Abnormality of the metencephalon
HP:0011284,Short-segment aganglionic megacolon,Phenotype,
HP:0011285,Long-segment aganglionic megacolon,Phenotype,
HP:0011286,Total colonic aganglionosis,Phenotype,
HP:0011287,EEG with occipital sharp slow waves,Phenotype,
HP:0011288,EEG with parietal sharp slow waves,Phenotype,
HP:0011289,EEG with temporal sharp slow waves,Phenotype,
HP:0011290,EEG with frontal sharp slow waves,Phenotype,
HP:0011291,EEG with central sharp slow waves,Phenotype,
HP:0011292,EEG with occipital sharp waves,Phenotype,
HP:0011293,EEG with central sharp waves,Phenotype,
HP:0011294,EEG with frontal sharp waves,Phenotype,
HP:0011295,EEG with parietal sharp waves,Phenotype,
HP:0011296,EEG with temporal sharp waves,Phenotype,
HP:0011297,Abnormal digit morphology,Phenotype,Abnormality of digit | Abnormality of fingers or toes | Digital anomalies
HP:0011298,Prominent digit pad,Phenotype,
HP:0011299,Partial absence of finger,Phenotype,
HP:0011300,Broad fingertip,Phenotype,Broad fingertips
HP:0011301,Absent foot,Phenotype,Aplasia of the foot | Apodia
HP:0011302,Long palm,Phenotype,
HP:0011303,Convex contour of sole,Phenotype,
HP:0011304,Broad thumb,Phenotype,Broad phalanges of the thumb | Broad thumbs | Wide/broad thumb | Wide/broad thumb phalanges
HP:0011305,Partial absence of toe,Phenotype,Hypophalangy of toes
HP:0011307,Splayed toes,Phenotype,
HP:0011308,Slender toe,Phenotype,Narrow toe
HP:0011309,Tapered toe,Phenotype,Tapering toes
HP:0011310,Bridged palmar crease,Phenotype,Bridged palm line | Transitional palmar crease
HP:0011311,Sydney crease,Phenotype,
HP:0011312,Fused nails,Phenotype,
HP:0011313,Narrow nail,Phenotype,
HP:0011314,Abnormal long bone morphology,Phenotype,Abnormal shape of long bone | Abnormality of long bone morphology | Abnormality of the tubular bones
HP:0011315,Unicoronal synostosis,Phenotype,Unilateral coronal suture craniosynostosis | Unilateral coronal suture synostosis | Unilateral coronal craniosynostosis
HP:0011316,Left unicoronal synostosis,Phenotype,
HP:0011317,Right unicoronal synostosis,Phenotype,
HP:0011318,Bicoronal synostosis,Phenotype,Bilateral coronal craniosynostosis | Bilateral coronal suture craniosynostosis | Bilateral coronal suture synostosis
HP:0011319,Bilambdoid synostosis,Phenotype,Bilateral lambdoid craniosynostosis | Bilateral lambdoid suture synostosis
HP:0011320,Unilambdoid synostosis,Phenotype,Unilateral lambdoid craniosynostosis | Unilateral lambdoid suture synostosis
HP:0011321,Left unilambdoid synostosis,Phenotype,
HP:0011322,Right unilambdoid synostosis,Phenotype,
HP:0011323,Cleft of chin,Phenotype,Midline defect of chin
HP:0011324,Multiple suture craniosynostosis,Phenotype,Multisutural craniosynostosis
HP:0011325,Pansynostosis,Phenotype,Sysnostosis of all cranial sutures
HP:0011326,Anterior plagiocephaly,Phenotype,Anterior flat head syndrome | Deformational frontal plagiocephaly | Frontal plagiocephaly | Deformational anterior plagiocephaly | Positional anterior plagiocephaly | Positional frontal plagiocephaly | Coronal synostosis | Unicoronal craniosynostosis
HP:0011327,Posterior plagiocephaly,Phenotype,Deformational posterior plagiocephaly | Occipital plagiocephaly
HP:0011328,Abnormal fontanelle morphology,Phenotype,Anomaly of the fontanelles
HP:0011329,Abnormality of cranial sutures,Phenotype,Abnormality of the bregma sutures | Abnormality of the calvarium sutures | Abnormality of the cranial sutures | Abnormality of the skull suture
HP:0011330,Metopic synostosis,Phenotype,Metopic craniosynostosis | Metopic suture craniosynostosis
HP:0011331,Hemifacial atrophy,Phenotype,Atrophy of half of face | Atrophy of one side of the face | Facial hemiatrophy
HP:0011332,Hemifacial hypoplasia,Phenotype,Decrease in size of half of face | Decrease in size of one side of the face | Decreased size of half of the face | Decreased size of one side of the face | Shrinking of half of face | Shrinking of one side of the face | Hemifacial microsomia
HP:0011333,Asymmetric crying face,Phenotype,Partial unilateral facial paresis | Hypoplasia of depressor angula oris muscle
HP:0011334,Facial shape deformation,Phenotype,Facial shape compression | Distortion of facial shape
HP:0011335,Frontal hirsutism,Phenotype,Hairy forehead | Hirsute forehead
HP:0011336,Bitemporal forceps marks,Phenotype,"Bitemporal aplasia cutis congenita | Congenital ectodermal dysplasia of the face | Congenital, bilateral, scarlike facial lesions | Focal facial dermal dysplasia | Temporal skin defect"
HP:0011337,Abnormality of mouth size,Phenotype,Anomaly of mouth size
HP:0011338,Abnormality of mouth shape,Phenotype,Anomaly of mouth shape | Unusual mouth shape
HP:0011339,Abnormality of upper lip vermillion,Phenotype,Abnormality of the red part of the upper lip | Anomaly of the upper lip vermillion | Deformity of the upper lip vermillion | Malformation of the upper lip vermillion
HP:0011340,Incomplete cleft of the upper lip,Phenotype,Forme fruste unilateral cleft lip | Incomplete cheiloschisis | Notched cleft of the upper lip | Partial cleft of the upper lip
HP:0011341,Long upper lip,Phenotype,Elongation of upper lip | Increased height of upper lip | Increased vertical length of upper lip
HP:0011342,Mild global developmental delay,Phenotype,"Global developmental delay, mild | Psychomotor retardation, mild"
HP:0011343,Moderate global developmental delay,Phenotype,"Global developmental delay, moderate | Psychomotor retardation, moderate"
HP:0011344,Severe global developmental delay,Phenotype,"Global developmental delay, severe | Severe psychomotor retardation"
HP:0011345,Moderate expressive language delay,Phenotype,
HP:0011346,Mild expressive language delay,Phenotype,
HP:0011347,Abnormality of ocular abduction,Phenotype,
HP:0011348,Abnormal sixth cranial nerve morphology,Phenotype,Abnormal abducens nerve morphology | Abnormality of the sixth cranial nerve
HP:0011349,obsolete Abducens palsy,Phenotype,
HP:0011350,Mild receptive language delay,Phenotype,
HP:0011351,Moderate receptive language delay,Phenotype,
HP:0011352,Severe receptive language delay,Phenotype,
HP:0011353,Arterial intimal fibrosis,Phenotype,Intimal fibrosis
HP:0011354,Generalized abnormality of skin,Phenotype,Generalised abnormality of skin
HP:0011355,Localized skin lesion,Phenotype,Localised skin lesion
HP:0011356,Regional abnormality of skin,Phenotype,
HP:0011357,obsolete Abnormality of hair density,Phenotype,
HP:0011358,Generalized hypopigmentation of hair,Phenotype,Generalised hypopigmentation of hair
HP:0011359,Dry hair,Phenotype,
HP:0011360,Acquired abnormal hair pattern,Phenotype,
HP:0011361,Congenital abnormal hair pattern,Phenotype,Abnormal hair pattern since birth
HP:0011362,Abnormal hair quantity,Phenotype,Abnormality of hair density
HP:0011363,Abnormality of hair growth rate,Phenotype,Abnormality of pace of hair growth | Abnormality of speed of hair growth
HP:0011364,White hair,Phenotype,
HP:0011365,Patchy hypopigmentation of hair,Phenotype,
HP:0011367,Yellow nails,Phenotype,
HP:0011368,Epidermal thickening,Phenotype,Abnormality of keratinization
HP:0011369,Mongolian blue spot,Phenotype,
HP:0011370,Recurrent cutaneous fungal infections,Phenotype,
HP:0011371,Recurrent viral skin infections,Phenotype,
HP:0011372,Aplasia of the inner ear,Phenotype,Absent inner ear | Aplasia of the labyrinth | Labyrinthine aplasia | Michel deformity
HP:0011373,Incomplete partition of the cochlea,Phenotype,
HP:0011374,Incomplete partition of the cochlea type I,Phenotype,
HP:0011375,Cochlear aplasia,Phenotype,Absent cochlea
HP:0011376,Abnormal morphology of the vestibule of the inner ear,Phenotype,Morphological abnormality of the vestibule of the inner ear | Vestibular abnormality
HP:0011377,Aplasia of the vestibule,Phenotype,Absent vestibule
HP:0011378,Hypoplasia of the vestibule of the inner ear,Phenotype,
HP:0011379,Dilated vestibule of the inner ear,Phenotype,
HP:0011380,Abnormal semicircular canal morphology,Phenotype,Morphological abnormality of the semicircular canal
HP:0011381,Aplasia of the semicircular canal,Phenotype,Absent semicircular canal
HP:0011382,Hypoplasia of the semicircular canal,Phenotype,Small semicircular canal | Hypoplasia of the semicircular canals
HP:0011383,Enlarged semicircular canal,Phenotype,Dilated semicircular canal
HP:0011384,Abnormality of the internal auditory canal,Phenotype,Abnormality of the internal acoustic meatus
HP:0011385,Absent internal auditory canal,Phenotype,
HP:0011386,Narrow internal auditory canal,Phenotype,
HP:0011387,Enlarged vestibular aqueduct,Phenotype,Dilated vestibular aqueduct | Widened vestibular aqueduct
HP:0011388,Enlarged cochlear aqueduct,Phenotype,Dilated cochlear aqueduct
HP:0011389,Functional abnormality of the inner ear,Phenotype,
HP:0011390,Abnormal inner ear morphology,Phenotype,Morphological abnormality of the inner ear
HP:0011391,Abnormal inner ear nerve morphology,Phenotype,Morphological abnormality of the nerves of the inner ear
HP:0011392,Abnormality of the vestibular nerve,Phenotype,
HP:0011393,Aplasia of the vestibular nerve,Phenotype,Absent cranial nerve viii | Absent the eighth cranial nerve | Absent vestribular nerve | Aplasia of the eighth cranial nerve | Aplasia of cranial nerve VIII
HP:0011394,Hypoplasia of the vestibular nerve,Phenotype,Hypoplasia of the eighth cranial nerve | Thin vestibular nerve | Hypoplasia of cranial nerve VIII
HP:0011395,Aplasia/Hypoplasia of the cochlea,Phenotype,Absent/small cochlea | Absent/underdeveloped cochlea
HP:0011396,Abnormality of the cochlear nerve,Phenotype,
HP:0011397,Abnormal spinal cord dorsal column morphology,Phenotype,Abnormality of the dorsal column of the spinal cord
HP:0011398,obsolete Central hypotonia,Phenotype,
HP:0011399,Tibialis anterior muscle atrophy,Phenotype,Sharp shin sign | Tibialis anterior amyotrophy | Tibialis muscle degeneration
HP:0011400,Abnormal CNS myelination,Phenotype,Abnormal formation of myelin sheaths
HP:0011401,Delayed peripheral myelination,Phenotype,
HP:0011402,Demyelinating sensory neuropathy,Phenotype,
HP:0011403,Abnormal umbilical cord blood vessel morphology,Phenotype,Abnormal umbilical cord blood vessels
HP:0011404,Lethal short-trunk short stature,Phenotype,Lethal short-trunk dwarfism
HP:0011405,Childhood onset short-limb short stature,Phenotype,Short-limb dwarfism identifiable during childhood
HP:0011406,Infancy onset short-trunk short stature,Phenotype,"Short-trunk dwarfism, identifiable in infancy"
HP:0011407,Proportionate tall stature,Phenotype,
HP:0011408,Moderate intrauterine growth retardation,Phenotype,
HP:0011409,Abnormal placental membrane morphology,Phenotype,Abnormality of placental membranes
HP:0011410,Caesarean section,Phenotype,
HP:0011411,Forceps delivery,Phenotype,
HP:0011412,Ventouse delivery,Phenotype,Vacuum extraction | Vacuum-assisted vaginal delivery
HP:0011413,Shoulder dystocia,Phenotype,
HP:0011414,Hydropic placenta,Phenotype,Hydrops of the placenta
HP:0011415,Calcified placenta,Phenotype,Placental calcification
HP:0011416,Placental infarction,Phenotype,Placental thromboembolism
HP:0011417,Long umbilical cord,Phenotype,
HP:0011418,Abnormal insertion of umbilical cord,Phenotype,
HP:0011419,Placental abruption,Phenotype,Abruptio placentae
HP:0011420,Age of death,Phenotype,
HP:0011421,Death in adolescence,Phenotype,
HP:0011422,Abnormal blood chloride concentration,Phenotype,Abnormal blood Cl concentration | Abnormal blood Cl- concentration | Abnormality of chloride homeostasis
HP:0011423,Hyperchloremia,Phenotype,
HP:0011424,Increased serum zinc,Phenotype,Hyperzincemia
HP:0011425,Fetal ultrasound soft marker,Phenotype,Foetal ultrasound soft marker
HP:0011426,Fetal choroid plexus cysts,Phenotype,Foetal choroid plexus cysts
HP:0011427,Enlarged fetal cisterna magna,Phenotype,Enlarged foetal cisterna magna
HP:0011428,Short fetal femur length,Phenotype,Short fetal thigh bone length | Short foetal femur length | Short foetal thigh bone length
HP:0011429,Short fetal humerus length,Phenotype,Short fetal long bone in upper arm length | Short foetal humerus length | Short foetal long bone in upper arm length
HP:0011430,Hypoplasia of fetal nasal bone,Phenotype,Hypoplasia of foetal nasal bone | Underdeveloped fetal nose bone | Underdeveloped foetal nose bone
HP:0011431,Fetal fifth finger clinodactyly,Phenotype,Fetal little finger curvature | Fetal pinkie finger curvature | Fetal pinky finger curvature | Foetal little finger curvature | Foetal pinkie finger curvature | Foetal pinky finger curvature | Foetal fifth finger clinodactyly
HP:0011432,Elevated maternal circulating alpha-fetoprotein concentration,Phenotype,Elevated maternal serum alpha-fetoprotein | High MSAFP MoM | High maternal circulating alpha-fetoprotein concentration | High maternal serum alpha-fetoprotein | High maternal serum alpha-fetoprotein MoM | Increased maternal serum alpha-fetoprotein level | MSAFP MoM>2.5
HP:0011433,High maternal circulating chorionic gonadotropin concentration,Phenotype,High maternal serum chorionic gonadotropin | High maternal serum hCG
HP:0011434,Low maternal circulating chorionic gonadotropin concentration,Phenotype,Low maternal serum chorionic gonadotropin | Low maternal serum hCG
HP:0011435,Low maternal circulating PAPP-A concentration,Phenotype,Low maternal serum PAPP-A
HP:0011436,Abnormal maternal serum screening,Phenotype,
HP:0011437,Maternal autoimmune disease,Phenotype,
HP:0011438,Maternal teratogenic exposure,Phenotype,
HP:0011439,Anesthetic-induced rhabdomylosis,Phenotype,
HP:0011440,Alcohol-induced rhabdomyolysis,Phenotype,
HP:0011441,Abnormal medulla oblongata morphology,Phenotype,Abnormality of the medulla oblongata | Abnormality of the myencephalon
HP:0011442,Abnormal central motor function,Phenotype,Abnormality of central motor function
HP:0011443,Abnormality of coordination,Phenotype,Coordination issue
HP:0011444,Decorticate rigidity,Phenotype,
HP:0011445,Athetoid cerebral palsy,Phenotype,Dyskinetic cerebral palsy
HP:0011446,Abnormality of mental function,Phenotype,Abnormality of higher mental function
HP:0011447,Hyposegmentation of neutrophil nuclei,Phenotype,Hyposegmentation of neutrophil nuclei in peripheral blood | Pelger-Huet anomaly
HP:0011448,Ankle clonus,Phenotype,Abnormal rhythmic movements of ankle
HP:0011449,Knee clonus,Phenotype,Patellar clonus
HP:0011450,Unusual CNS infection,Phenotype,Central nervous system infection
HP:0011451,Primary microcephaly,Phenotype,Congenital small head | Congenital small head circumference | Small head circumference present at birth | Small head present at birth | Small skull present at birth | Congenital decreased head circumference | Congenital microcephaly | Congenital small skull | Decreased head circumference present at birth | Microcephaly present at birth | Small cranium present at birth | Head circumference small for gestational age
HP:0011452,Functional abnormality of the middle ear,Phenotype,
HP:0011453,Abnormal incus morphology,Phenotype,Abnormality of the incus
