id,name,type,synonyms
ORPHA:1041,Hydrops fetalis,Disease,
ORPHA:1044,OBSOLETE: Anemia due to adenosine triphosphatase deficiency,Disease,
ORPHA:1046,Lethal hemolytic anemia-genital anomalies syndrome,Disease,
ORPHA:1047,Sideroblastic anemia,Disease,
ORPHA:1048,Isolated anencephaly/exencephaly,Disease,
ORPHA:105,Atresia of urethra,Disease,
ORPHA:1051,Ramos-Arroyo syndrome,Disease,
ORPHA:1052,Mosaic variegated aneuploidy syndrome,Disease,
ORPHA:1053,Vein of Galen malformation,Disease,
ORPHA:1054,Aneurysm of sinus of Valsalva,Disease,
ORPHA:1055,Congenital left ventricular aneurysm,Disease,
ORPHA:1057,OBSOLETE: Intracranial aneurysms-multiple congenital anomalies syndrome,Disease,
ORPHA:1059,Blue rubber bleb nevus,Disease,
ORPHA:106,NON RARE IN EUROPE: Autism,Disease,
ORPHA:1060,Systemic cystic angiomatosis-Seip syndrome,Disease,
ORPHA:1062,Hereditary neurocutaneous malformation,Disease,
ORPHA:1063,Tufted angioma,Disease,
ORPHA:1064,Aniridia-renal agenesis-psychomotor retardation syndrome,Disease,
ORPHA:1065,Aniridia-cerebellar ataxia-intellectual disability syndrome,Disease,
ORPHA:1067,Aniridia-ptosis-intellectual disability-familial obesity syndrome,Disease,
ORPHA:1068,Aniridia-intellectual disability syndrome,Disease,
ORPHA:1069,Aniridia-absent patella syndrome,Disease,
ORPHA:107,BOR syndrome,Disease,
ORPHA:1070,Anisakiasis,Disease,
ORPHA:1071,Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,Disease,
ORPHA:1072,Ankyloblepharon filiforme adnatum-cleft palate syndrome,Disease,
ORPHA:1074,Ankyloblepharon filiforme adnatum-imperforate anus syndrome,Disease,
ORPHA:1077,Dental ankylosis,Disease,
ORPHA:1078,Thumb stiffness-brachydactyly-intellectual disability syndrome,Disease,
ORPHA:108,Babesiosis,Disease,
ORPHA:1081,Coronary artery congenital malformation,Disease,
ORPHA:1083,Microlissencephaly,Disease,
ORPHA:1084,Isolated lissencephaly type 1 without known genetic defects,Disease,
ORPHA:1088,OBSOLETE: Short stature-heart defect-craniofacial anomalies syndrome,Disease,
ORPHA:108959,Non-syndromic esophageal malformation,Disease,
ORPHA:108961,Syndromic esophageal malformation,Disease,
ORPHA:108963,Non-syndromic gastroduodenal malformation,Disease,
ORPHA:108965,Syndromic gastroduodenal malformation,Disease,
ORPHA:108967,Non-syndromic intestinal malformation,Disease,
ORPHA:108969,Syndromic intestinal malformation,Disease,
ORPHA:108971,"Non-syndromic visceral malformation of the liver, biliary tract, pancreas or spleen",Disease,
ORPHA:108973,"Syndromic visceral malformation of the liver, biliary tract, pancreas or spleen",Disease,
ORPHA:108977,Non-syndromic diaphragmatic or abdominal wall malformation,Disease,
ORPHA:108979,Syndromic diaphragmatic or abdominal wall malformation,Disease,
ORPHA:108985,OBSOLETE: Non-syndromic developmental defect of the eye,Disease,
ORPHA:108987,OBSOLETE: Syndromic developmental defect of the eye,Disease,
ORPHA:108989,Non-syndromic central nervous system malformation,Disease,
ORPHA:108991,Syndrome with a central nervous system malformation as a major feature,Disease,
ORPHA:108993,Non-syndromic respiratory or mediastinal malformation,Disease,
ORPHA:108995,Syndromic respiratory or mediastinal malformation,Disease,
ORPHA:108997,Rare anemia,Disease,
ORPHA:108999,Rare disorder due to toxic effects,Disease,
ORPHA:109,Bannayan-Riley-Ruvalcaba syndrome,Disease,
ORPHA:109007,Arthrogryposis syndrome,Disease,
ORPHA:109009,Syndrome with limb malformations as a major feature,Disease,
ORPHA:109011,Non-syndromic limb malformation,Disease,
ORPHA:1092,Renal-genital-middle ear anomalies,Disease,
ORPHA:1094,Anonychia-microcephaly syndrome,Disease,
ORPHA:11,Pentasomy X syndrome,Disease,
ORPHA:110,Bardet-Biedl syndrome,Disease,
ORPHA:1101,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,Disease,
ORPHA:1102,Anophthalmia-hypothalamo-pituitary insufficiency syndrome,Disease,
ORPHA:1104,Anophthalmia plus syndrome,Disease,
ORPHA:1106,Microphthalmia with limb anomalies,Disease,
ORPHA:111,Barth syndrome,Disease,
ORPHA:1110,Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome,Disease,
ORPHA:1112,Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome,Disease,
ORPHA:1113,Aphalangy-syndactyly-microcephaly syndrome,Disease,
ORPHA:1114,Aplasia cutis congenita,Disease,
ORPHA:1115,OBSOLETE: Recessive aplasia cutis congenita of limbs,Disease,
ORPHA:1116,Aplasia cutis congenita-intestinal lymphangiectasia syndrome,Disease,
ORPHA:1117,Aplasia cutis-myopia syndrome,Disease,
ORPHA:1118,Fibular aplasia-ectrodactyly syndrome,Disease,
ORPHA:112,Bartter syndrome,Disease,
ORPHA:1120,Lung agenesis-heart defect-thumb anomalies syndrome,Disease,
ORPHA:1121,Radial deficiency-tibial hypoplasia syndrome,Disease,
ORPHA:1122,Ulnar hypoplasia-split foot syndrome,Disease,
ORPHA:1123,Caudal appendage-deafness syndrome,Disease,
ORPHA:1125,"Ocular motor apraxia, Cogan type",Disease,
ORPHA:1126,Aprosencephaly cerebellar dysgenesis,Disease,
ORPHA:1129,Arachnodactyly-abnormal ossification-intellectual disability syndrome,Disease,
ORPHA:113,Bazex-Dupré-Christol syndrome,Disease,
ORPHA:1130,Arachnodactyly-intellectual disability-dysmorphism syndrome,Disease,
ORPHA:1131,X-linked mandibulofacial dysostosis,Disease,
ORPHA:1132,Aortic arch defects,Disease,
ORPHA:1133,AREDYLD syndrome,Disease,
ORPHA:1134,Isolated arrhinia,Disease,
ORPHA:1135,Arrhinia-choanal atresia-microphthalmia syndrome,Disease,
ORPHA:1136,OBSOLETE: Arnold-Chiari malformation type II,Disease,
ORPHA:1137,OBSOLETE: Pulmonary aortic stenosis obstructive uropathy,Disease,
ORPHA:1138,Abnormal origin of the pulmonary artery,Disease,
ORPHA:1139,OBSOLETE: Arthrogryposis-epileptic seizures-migrational brain disorder syndrome,Disease,
ORPHA:114,Auriculoosteodysplasia,Disease,
ORPHA:1143,Neurogenic arthrogryposis multiplex congenita,Disease,
ORPHA:1144,Arthrogryposis-like hand anomaly-sensorineural deafness syndrome,Disease,
ORPHA:1145,Infantile-onset X-linked spinal muscular atrophy,Disease,
ORPHA:1146,Distal arthrogryposis type 1,Disease,
ORPHA:1147,Sheldon-Hall syndrome,Disease,
ORPHA:1149,Kuskokwim syndrome,Disease,
ORPHA:115,Congenital contractural arachnodactyly,Disease,
ORPHA:1150,Arthrogryposis multiplex congenita-whistling face syndrome,Disease,
ORPHA:1153,OBSOLETE: Transient neonatal arthrogryposis,Disease,
ORPHA:1154,Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome,Disease,
ORPHA:1155,OBSOLETE: Arthrogryposis due to muscular dystrophy,Disease,
ORPHA:1159,Progressive pseudorheumatoid dysplasia,Disease,
ORPHA:116,Beckwith-Wiedemann syndrome,Disease,
ORPHA:1160,Chylous ascites,Disease,
ORPHA:1162,NON RARE IN EUROPE: Asperger syndrome,Disease,
ORPHA:1163,Aspergillosis,Disease,
ORPHA:1164,Allergic bronchopulmonary aspergillosis,Disease,
ORPHA:1166,Congenital unilateral hypoplasia of depressor anguli oris,Disease,
ORPHA:1167,OBSOLETE: Facial asymmetry-temporal seizures syndrome,Disease,
ORPHA:1168,Ataxia-oculomotor apraxia type 1,Disease,
ORPHA:117,Behçet disease,Disease,
ORPHA:1170,Autosomal recessive cerebelloparenchymal disorder type 3,Disease,
ORPHA:1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,Disease,
ORPHA:1172,Autosomal recessive cerebellar ataxia,Disease,
ORPHA:1173,Cerebellar ataxia-hypogonadism syndrome,Disease,
ORPHA:1174,Cerebellar ataxia-ectodermal dysplasia syndrome,Disease,
ORPHA:1175,X-linked progressive cerebellar ataxia,Disease,
ORPHA:117569,Rare intestinal disease,Disease,
ORPHA:117573,Syndromic anorectal malformation,Disease,
ORPHA:117602,PHD finger protein 6,Disease,
ORPHA:117605,septin 9,Disease,
ORPHA:117613,aladin WD repeat nucleoporin,Disease,
ORPHA:117617,4-aminobutyrate aminotransferase,Disease,
ORPHA:117620,ATP binding cassette subfamily A member 12,Disease,
ORPHA:117623,ATP binding cassette subfamily A member 4,Disease,
ORPHA:117631,ATP binding cassette subfamily B member 11,Disease,
ORPHA:117639,ATP binding cassette subfamily B member 4,Disease,
ORPHA:117646,ATP binding cassette subfamily B member 7,Disease,
ORPHA:117652,ATP binding cassette subfamily C member 2,Disease,
ORPHA:117658,ATP binding cassette subfamily C member 6,Disease,
ORPHA:117665,ATP binding cassette subfamily C member 8,Disease,
ORPHA:117673,ATP binding cassette subfamily C member 9,Disease,
ORPHA:117677,ATP binding cassette subfamily D member 1,Disease,
ORPHA:117683,ATP binding cassette subfamily G member 5,Disease,
ORPHA:117685,ATP binding cassette subfamily G member 8,Disease,
ORPHA:117687,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",Disease,
ORPHA:117691,"ABL proto-oncogene 1, non-receptor tyrosine kinase",Disease,
ORPHA:1177,Early-onset cerebellar ataxia with retained tendon reflexes,Disease,
ORPHA:117700,acyl-CoA dehydrogenase medium chain,Disease,
ORPHA:117705,acyl-CoA dehydrogenase short chain,Disease,
ORPHA:117709,acyl-CoA dehydrogenase short/branched chain,Disease,
ORPHA:117713,acyl-CoA dehydrogenase very long chain,Disease,
ORPHA:117718,aggrecan,Disease,
ORPHA:117724,acetyl-CoA acetyltransferase 1,Disease,
ORPHA:117728,angiotensin I converting enzyme,Disease,
ORPHA:117738,acyl-CoA oxidase 1,Disease,
ORPHA:117743,acyl-CoA synthetase long chain family member 4,Disease,
ORPHA:117750,"actin alpha 1, skeletal muscle",Disease,
ORPHA:117753,actin alpha cardiac muscle 1,Disease,
ORPHA:117757,actinin alpha 4,Disease,
ORPHA:117759,activin A receptor type 1,Disease,
ORPHA:117764,activin A receptor like type 1,Disease,
ORPHA:117771,adenosine deaminase,Disease,
ORPHA:117773,ADAM metallopeptidase with thrombospondin type 1 motif 10,Disease,
ORPHA:117776,ADAM metallopeptidase with thrombospondin type 1 motif 13,Disease,
ORPHA:117780,ADAM metallopeptidase with thrombospondin type 1 motif 2,Disease,
ORPHA:117785,phosphoglycerate dehydrogenase,Disease,
ORPHA:117790,phosphorylase kinase regulatory subunit alpha 1,Disease,
ORPHA:117793,phosphorylase kinase regulatory subunit alpha 2,Disease,
ORPHA:117797,phosphorylase kinase regulatory subunit beta,Disease,
ORPHA:117799,paired like homeobox 2A,Disease,
ORPHA:1178,Ataxia-tapetoretinal degeneration syndrome,Disease,
ORPHA:117805,paired like homeobox 2B,Disease,
ORPHA:117810,phytanoyl-CoA 2-hydroxylase,Disease,
ORPHA:117818,phosphatidylinositol glycan anchor biosynthesis class M,Disease,
ORPHA:117820,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Disease,
ORPHA:117822,PTEN induced kinase 1,Disease,
ORPHA:117825,"phosphoinositide kinase, FYVE-type zinc finger containing",Disease,
ORPHA:117832,paired like homeodomain 2,Disease,
ORPHA:117844,paired like homeodomain 3,Disease,
ORPHA:117846,"polycystin 1, transient receptor potential channel interacting",Disease,
ORPHA:117849,"polycystin 2, transient receptor potential cation channel",Disease,
ORPHA:117853,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,Disease,
ORPHA:117861,pyruvate kinase L/R,Disease,
ORPHA:117868,plakophilin 1,Disease,
ORPHA:117871,plakophilin 2,Disease,
ORPHA:117873,phospholipase A2 group VI,Disease,
ORPHA:117877,plectin,Disease,
ORPHA:117882,pleckstrin homology and RhoGEF domain containing G4,Disease,
ORPHA:117886,plasminogen,Disease,
ORPHA:117888,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Disease,
ORPHA:117892,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",Disease,
ORPHA:117894,proteolipid protein 1,Disease,
ORPHA:117898,PML nuclear body scaffold,Disease,
ORPHA:1179,Benign paroxysmal tonic upgaze of childhood with ataxia,Disease,
ORPHA:117903,phosphomannomutase 2,Disease,
ORPHA:117908,peripheral myelin protein 22,Disease,
ORPHA:117913,"PMS1 homolog 1, mismatch repair system component",Disease,
ORPHA:117916,"PMS1 homolog 2, mismatch repair system component",Disease,
ORPHA:117925,"DNA polymerase gamma, catalytic subunit",Disease,
ORPHA:117927,"DNA polymerase gamma 2, accessory subunit",Disease,
ORPHA:117931,DNA polymerase eta,Disease,
ORPHA:117935,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",Disease,
ORPHA:117939,protein O-mannosyltransferase 1,Disease,
ORPHA:117942,protein O-mannosyltransferase 2,Disease,
ORPHA:117944,cytochrome p450 oxidoreductase,Disease,
ORPHA:117948,POU class 1 homeobox 1,Disease,
ORPHA:117952,POU class 3 homeobox 4,Disease,
ORPHA:117957,POU class 4 homeobox 3,Disease,
ORPHA:117961,POU class 6 homeobox 2,Disease,
ORPHA:117964,peroxisome proliferator activated receptor gamma,Disease,
ORPHA:117969,protoporphyrinogen oxidase,Disease,
ORPHA:117973,protein phosphatase 2 regulatory subunit Bbeta,Disease,
ORPHA:117978,palmitoyl-protein thioesterase 1,Disease,
ORPHA:117983,polyglutamine binding protein 1,Disease,
ORPHA:117989,proline rich mitotic checkpoint control factor,Disease,
ORPHA:117992,photoreceptor disc component,Disease,
ORPHA:117995,perforin 1,Disease,
ORPHA:118,Beta-mannosidosis,Disease,
ORPHA:1180,Ataxia-hypogonadism-choroidal dystrophy syndrome,Disease,
ORPHA:118000,proteoglycan 4,Disease,
ORPHA:118006,protein kinase AMP-activated non-catalytic subunit gamma 2,Disease,
ORPHA:118010,protein kinase cAMP-dependent type I regulatory subunit alpha,Disease,
ORPHA:118014,protein kinase C gamma,Disease,
ORPHA:118020,PRKCSH beta subunit of glucosidase II,Disease,
ORPHA:118023,prion protein (Kanno blood group),Disease,
ORPHA:118030,"protein C, inactivator of coagulation factors Va and VIIIa",Disease,
ORPHA:118032,proline dehydrogenase 1,Disease,
ORPHA:118039,prokineticin 2,Disease,
ORPHA:118044,prokineticin receptor 2,Disease,
ORPHA:118051,PROP paired-like homeobox 1,Disease,
ORPHA:118053,protein S,Disease,
ORPHA:118056,pre-mRNA processing factor 3,Disease,
ORPHA:118061,pre-mRNA processing factor 31,Disease,
ORPHA:118066,pre-mRNA processing factor 8,Disease,
ORPHA:118070,peripherin 2,Disease,
ORPHA:118076,phosphoribosyl pyrophosphate synthetase 1,Disease,
ORPHA:118080,serine protease 1,Disease,
ORPHA:118083,serine protease 12,Disease,
ORPHA:118087,proteinase 3,Disease,
ORPHA:118092,periaxin,Disease,
ORPHA:118095,prosaposin,Disease,
ORPHA:118099,presenilin 1,Disease,
ORPHA:118105,presenilin 2,Disease,
ORPHA:118111,phosphoserine phosphatase,Disease,
ORPHA:118114,proline-serine-threonine phosphatase interacting protein 1,Disease,
ORPHA:118121,patched 1,Disease,
ORPHA:118126,patched 2,Disease,
ORPHA:118128,phosphatase and tensin homolog,Disease,
ORPHA:118135,pancreas associated transcription factor 1a,Disease,
ORPHA:118138,parathyroid hormone,Disease,
ORPHA:118140,parathyroid hormone 1 receptor,Disease,
ORPHA:118143,protein tyrosine phosphatase non-receptor type 11,Disease,
ORPHA:118151,protein tyrosine phosphatase receptor type C,Disease,
ORPHA:118157,6-pyruvoyltetrahydropterin synthase,Disease,
ORPHA:118160,pseudouridine synthase 1,Disease,
ORPHA:118162,nectin cell adhesion molecule 1,Disease,
ORPHA:118174,peroxisomal biogenesis factor 2,Disease,
ORPHA:118180,glycogen phosphorylase L,Disease,
ORPHA:118182,"glycogen phosphorylase, muscle associated",Disease,
ORPHA:118184,quinoid dihydropteridine reductase,Disease,
ORPHA:118188,"RAB27A, member RAS oncogene family",Disease,
ORPHA:118194,RAB3 GTPase activating protein catalytic subunit 1,Disease,
ORPHA:1182,Spastic ataxia with congenital miosis,Disease,
ORPHA:118200,RAB3 GTPase activating non-catalytic protein subunit 2,Disease,
ORPHA:118205,"RAB7A, member RAS oncogene family",Disease,
ORPHA:118208,RAD51 recombinase,Disease,
ORPHA:118215,recombination activating 1,Disease,
ORPHA:118218,recombination activating 2,Disease,
ORPHA:118220,retinoic acid induced 1,Disease,
ORPHA:118222,receptor associated protein of the synapse,Disease,
ORPHA:118227,retinoic acid receptor alpha,Disease,
ORPHA:118231,RAS p21 protein activator 1,Disease,
ORPHA:118239,RB transcriptional corepressor 1,Disease,
ORPHA:118246,RD3 regulator of GUCY2D,Disease,
ORPHA:118250,retinol dehydrogenase 12,Disease,
ORPHA:118253,retinol dehydrogenase 5,Disease,
ORPHA:118257,RecQ like helicase 4,Disease,
ORPHA:118260,receptor accessory protein 1,Disease,
ORPHA:118272,reelin,Disease,
ORPHA:118274,ret proto-oncogene,Disease,
ORPHA:118283,replication factor C subunit 2,Disease,
ORPHA:118286,regulatory factor X5,Disease,
ORPHA:118288,regulatory factor X associated ankyrin containing protein,Disease,
ORPHA:118293,regulatory factor X associated protein,Disease,
ORPHA:118295,retinal G protein coupled receptor,Disease,
ORPHA:118299,regulator of G protein signaling 9,Disease,
ORPHA:1183,Opsoclonus-myoclonus syndrome,Disease,
ORPHA:118301,regulator of G protein signaling 9 binding protein,Disease,
ORPHA:118307,Rh associated glycoprotein,Disease,
ORPHA:118311,Rh blood group CcEe antigens,Disease,
ORPHA:118315,rhodopsin,Disease,
ORPHA:118319,regulating synaptic membrane exocytosis 1,Disease,
ORPHA:118326,retinaldehyde binding protein 1,Disease,
ORPHA:118329,ribonuclease H2 subunit A,Disease,
ORPHA:118335,ribonuclease H2 subunit B,Disease,
ORPHA:118340,ribonuclease H2 subunit C,Disease,
ORPHA:118344,ribonuclease L,Disease,
ORPHA:118347,ring finger protein 139,Disease,
ORPHA:118352,roundabout guidance receptor 3,Disease,
ORPHA:118358,retinal outer segment membrane protein 1,Disease,
ORPHA:118362,receptor tyrosine kinase like orphan receptor 2,Disease,
ORPHA:118367,RP1 axonemal microtubule associated,Disease,
ORPHA:118370,RP2 activator of ARL3 GTPase,Disease,
ORPHA:118373,RP9 pre-mRNA splicing factor,Disease,
ORPHA:118376,retinoid isomerohydrolase RPE65,Disease,
ORPHA:118381,retinitis pigmentosa GTPase regulator,Disease,
ORPHA:118388,RPGR interacting protein 1,Disease,
ORPHA:118393,ribosomal protein L10,Disease,
ORPHA:1184,Ataxia-photosensitivity-short stature syndrome,Disease,
ORPHA:118400,ribosomal protein S19,Disease,
ORPHA:118403,ribosomal protein S24,Disease,
ORPHA:118405,ribosomal protein S6 kinase A3,Disease,
ORPHA:118411,retinoschisin 1,Disease,
ORPHA:118415,R-spondin 1,Disease,
ORPHA:118419,R-spondin 4,Disease,
ORPHA:118423,RUNX family transcription factor 1,Disease,
ORPHA:118429,RUNX family transcription factor 2,Disease,
ORPHA:118437,ryanodine receptor 1,Disease,
ORPHA:118443,ryanodine receptor 2,Disease,
ORPHA:118445,sacsin molecular chaperone,Disease,
ORPHA:118449,S-antigen visual arrestin,Disease,
ORPHA:118451,spalt like transcription factor 1,Disease,
ORPHA:118456,spalt like transcription factor 4,Disease,
ORPHA:118460,sterile alpha motif domain containing 9,Disease,
ORPHA:118465,secretion associated Ras related GTPase 1B,Disease,
ORPHA:118468,sarcosine dehydrogenase,Disease,
ORPHA:118476,SBDS ribosome maturation factor,Disease,
ORPHA:118482,SET binding factor 2,Disease,
ORPHA:118487,sterol-C5-desaturase,Disease,
ORPHA:118489,sodium voltage-gated channel alpha subunit 1,Disease,
ORPHA:118498,sodium voltage-gated channel beta subunit 1,Disease,
ORPHA:1185,Spinocerebellar ataxia-dysmorphism syndrome,Disease,
ORPHA:118500,sodium voltage-gated channel alpha subunit 2,Disease,
ORPHA:118507,sodium voltage-gated channel alpha subunit 4,Disease,
ORPHA:118513,sodium voltage-gated channel alpha subunit 5,Disease,
ORPHA:118525,sodium voltage-gated channel alpha subunit 9,Disease,
ORPHA:118532,sodium channel epithelial 1 subunit alpha,Disease,
ORPHA:118536,sodium channel epithelial 1 subunit beta,Disease,
ORPHA:118539,sodium channel epithelial 1 subunit gamma,Disease,
ORPHA:118543,synthesis of cytochrome C oxidase 1,Disease,
ORPHA:118546,synthesis of cytochrome C oxidase 2,Disease,
ORPHA:118549,succinate dehydrogenase complex flavoprotein subunit A,Disease,
ORPHA:118554,succinate dehydrogenase complex iron sulfur subunit B,Disease,
ORPHA:118558,succinate dehydrogenase complex subunit C,Disease,
ORPHA:118561,succinate dehydrogenase complex subunit D,Disease,
ORPHA:118565,"SEC23 homolog A, COPII component",Disease,
ORPHA:118567,SEC63 protein translocation regulator,Disease,
ORPHA:118590,semaphorin 3E,Disease,
ORPHA:118596,selenoprotein N,Disease,
ORPHA:1186,Infantile-onset spinocerebellar ataxia,Disease,
ORPHA:118602,serpin family A member 1,Disease,
ORPHA:118609,serpin family C member 1,Disease,
ORPHA:118613,serpin family E member 1,Disease,
ORPHA:118618,serpin family G member 1,Disease,
ORPHA:118623,serpin family I member 1,Disease,
ORPHA:118627,senataxin,Disease,
ORPHA:118633,surfactant protein A1,Disease,
ORPHA:118639,surfactant protein B,Disease,
ORPHA:118643,surfactant protein C,Disease,
ORPHA:118647,sarcoglycan alpha,Disease,
ORPHA:118653,sarcoglycan beta,Disease,
ORPHA:118658,sarcoglycan delta,Disease,
ORPHA:118663,sarcoglycan epsilon,Disease,
ORPHA:118666,sarcoglycan gamma,Disease,
ORPHA:118674,N-sulfoglucosamine sulfohydrolase,Disease,
ORPHA:118679,SH2 domain containing 1A,Disease,
ORPHA:118689,SH3 domain binding protein 2,Disease,
ORPHA:118693,SH3 domain and tetratricopeptide repeats 2,Disease,
ORPHA:118697,SH3 and multiple ankyrin repeat domains 3,Disease,
ORPHA:1187,Lethal ataxia with deafness and optic atrophy,Disease,
ORPHA:118703,sonic hedgehog signaling molecule,Disease,
ORPHA:118707,SHOX homeobox,Disease,
ORPHA:118713,shroom family member 4,Disease,
ORPHA:118716,sucrase-isomaltase,Disease,
ORPHA:118718,SIL1 nucleotide exchange factor,Disease,
ORPHA:118723,SIX homeobox 1,Disease,
ORPHA:118725,SIX homeobox 3,Disease,
ORPHA:118728,SIX homeobox 6,Disease,
ORPHA:118732,solute carrier family 11 member 2,Disease,
ORPHA:118740,solute carrier family 12 member 3,Disease,
ORPHA:118742,solute carrier family 12 member 6,Disease,
ORPHA:118746,solute carrier family 16 member 2,Disease,
ORPHA:118753,solute carrier family 17 member 5,Disease,
ORPHA:118762,solute carrier family 19 member 2,Disease,
ORPHA:118766,solute carrier family 19 member 3,Disease,
ORPHA:118781,solute carrier family 22 member 5,Disease,
ORPHA:118786,solute carrier family 25 member 13,Disease,
ORPHA:118789,solute carrier family 25 member 15,Disease,
ORPHA:118794,solute carrier family 25 member 19,Disease,
ORPHA:118799,solute carrier family 25 member 20,Disease,
ORPHA:1188,Ataxia-deafness-intellectual disability syndrome,Disease,
ORPHA:118803,solute carrier family 25 member 22,Disease,
ORPHA:118807,solute carrier family 25 member 4,Disease,
ORPHA:118813,solute carrier family 26 member 2,Disease,
ORPHA:118817,solute carrier family 26 member 3,Disease,
ORPHA:118821,solute carrier family 26 member 4,Disease,
ORPHA:118825,solute carrier family 2 member 10,Disease,
ORPHA:118828,solute carrier family 2 member 2,Disease,
ORPHA:118831,solute carrier family 34 member 2,Disease,
ORPHA:118834,solute carrier family 34 member 3,Disease,
ORPHA:118838,solute carrier family 35 member C1,Disease,
ORPHA:118840,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,Disease,
ORPHA:118844,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,Disease,
ORPHA:118849,ATPase secretory pathway Ca2+ transporting 1,Disease,
ORPHA:118855,ATPase H+ transporting accessory protein 2,Disease,
ORPHA:118861,ATPase H+ transporting V0 subunit a4,Disease,
ORPHA:118872,ATPase H+ transporting V1 subunit B1,Disease,
ORPHA:118879,ATPase copper transporting alpha,Disease,
ORPHA:118882,ATPase copper transporting beta,Disease,
ORPHA:118885,ATPase phospholipid transporting 8B1,Disease,
ORPHA:118892,ATP synthase mitochondrial F1 complex assembly factor 2,Disease,
ORPHA:118896,ATR checkpoint kinase,Disease,
ORPHA:118908,ATRX chromatin remodeler,Disease,
ORPHA:118913,ataxin 1,Disease,
ORPHA:118918,ataxin 10,Disease,
ORPHA:118923,ataxin 2,Disease,
ORPHA:118928,ataxin 3,Disease,
ORPHA:118934,ataxin 7,Disease,
ORPHA:118939,ataxin 8,Disease,
ORPHA:118941,AU RNA binding methylglutaconyl-CoA hydratase,Disease,
ORPHA:118943,arginine vasopressin,Disease,
ORPHA:118947,arginine vasopressin receptor 2,Disease,
ORPHA:118954,axin 2,Disease,
ORPHA:118958,beta 3-glucosyltransferase,Disease,
ORPHA:118962,"beta-1,4-galactosyltransferase 1",Disease,
ORPHA:118966,"beta-1,4-galactosyltransferase 7",Disease,
ORPHA:118970,bromodomain adjacent to zinc finger domain 1B,Disease,
ORPHA:118975,Bardet-Biedl syndrome 1,Disease,
ORPHA:118978,Bardet-Biedl syndrome 10,Disease,
ORPHA:118982,Bardet-Biedl syndrome 2,Disease,
ORPHA:118985,Bardet-Biedl syndrome 4,Disease,
ORPHA:118987,Bardet-Biedl syndrome 5,Disease,
ORPHA:118990,Bardet-Biedl syndrome 7,Disease,
ORPHA:118994,Bardet-Biedl syndrome 9,Disease,
ORPHA:118998,butyrylcholinesterase,Disease,
ORPHA:119,Beta-sarcoglycan-related limb-girdle muscular dystrophy R4,Disease,
ORPHA:1190,Atelosteogenesis type I,Disease,
ORPHA:119002,branched chain keto acid dehydrogenase E1 subunit alpha,Disease,
ORPHA:119005,branched chain keto acid dehydrogenase E1 subunit beta,Disease,
ORPHA:119007,BCL2 apoptosis regulator,Disease,
ORPHA:119012,BCL6 corepressor,Disease,
ORPHA:119016,BCR activator of RhoGEF and GTPase,Disease,
ORPHA:119021,BCS1 ubiquinol-cytochrome c reductase complex chaperone,Disease,
ORPHA:119027,brain derived neurotrophic factor,Disease,
ORPHA:119029,bestrophin 1,Disease,
ORPHA:119034,beaded filament structural protein 2,Disease,
ORPHA:119045,biogenesis of lysosomal organelles complex 1 subunit 3,Disease,
ORPHA:119048,bone morphogenetic protein receptor type 1A,Disease,
ORPHA:119053,bone morphogenetic protein receptor type 1B,Disease,
ORPHA:119057,bone morphogenetic protein receptor type 2,Disease,
ORPHA:119064,bisphosphoglycerate mutase,Disease,
ORPHA:119066,"B-Raf proto-oncogene, serine/threonine kinase",Disease,
ORPHA:119068,BRCA1 DNA repair associated,Disease,
ORPHA:119072,BRCA2 DNA repair associated,Disease,
ORPHA:119080,BRCA1 interacting DNA helicase 1,Disease,
ORPHA:119085,"BSCL2 lipid droplet biogenesis associated, seipin",Disease,
ORPHA:119089,barttin CLCNK type accessory subunit beta,Disease,
ORPHA:119092,biotinidase,Disease,
ORPHA:119094,Bruton tyrosine kinase,Disease,
ORPHA:119101,BUB1 mitotic checkpoint serine/threonine kinase B,Disease,
ORPHA:119106,complement C2,Disease,
ORPHA:119113,M-phase specific PLK1 interacting protein,Disease,
ORPHA:119117,carbonic anhydrase 2,Disease,
ORPHA:119122,carbonic anhydrase 4,Disease,
ORPHA:119127,calcium binding protein 4,Disease,
ORPHA:119129,calcium voltage-gated channel subunit alpha1 A,Disease,
ORPHA:119140,calcium voltage-gated channel subunit alpha1 C,Disease,
ORPHA:119148,calcium voltage-gated channel subunit alpha1 F,Disease,
ORPHA:119157,calcium voltage-gated channel subunit alpha1 S,Disease,
